	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 46.09     		Fthrust : 0         		Fdrag : 21.54438  		m : 10.29525  		v : 96.37844  		Mach : 0.31921   		a : -11.90816 		altitude : 9449.43273		twr : 0.0       	
	t : 46.1      		Fthrust : 0         		Fdrag : 21.48783  		m : 10.29525  		v : 96.25941  		Mach : 0.31882   		a : -11.90265 		altitude : 9450.39592		twr : 0.0       	
	t : 46.11     		Fthrust : 0         		Fdrag : 21.43139  		m : 10.29525  		v : 96.14044  		Mach : 0.31844   		a : -11.89716 		altitude : 9451.35792		twr : 0.0       	
	t : 46.12     		Fthrust : 0         		Fdrag : 21.37506  		m : 10.29525  		v : 96.02152  		Mach : 0.31805   		a : -11.89168 		altitude : 9452.31873		twr : 0.0       	
	t : 46.13     		Fthrust : 0         		Fdrag : 21.31884  		m : 10.29525  		v : 95.90266  		Mach : 0.31766   		a : -11.88621 		altitude : 9453.27835		twr : 0.0       	
	t : 46.14     		Fthrust : 0         		Fdrag : 21.26273  		m : 10.29525  		v : 95.78385  		Mach : 0.31727   		a : -11.88075 		altitude : 9454.23678		twr : 0.0       	
	t : 46.15     		Fthrust : 0         		Fdrag : 21.20673  		m : 10.29525  		v : 95.6651   		Mach : 0.31688   		a : -11.8753  		altitude : 9455.19402		twr : 0.0       	
	t : 46.16     		Fthrust : 0         		Fdrag : 21.15084  		m : 10.29525  		v : 95.5464   		Mach : 0.31649   		a : -11.86986 		altitude : 9456.15008		twr : 0.0       	
	t : 46.17     		Fthrust : 0         		Fdrag : 21.09506  		m : 10.29525  		v : 95.42776  		Mach : 0.3161    		a : -11.86443 		altitude : 9457.10495		twr : 0.0       	
	t : 46.18     		Fthrust : 0         		Fdrag : 21.03939  		m : 10.29525  		v : 95.30917  		Mach : 0.31571   		a : -11.85901 		altitude : 9458.05864		twr : 0.0       	
	t : 46.19     		Fthrust : 0         		Fdrag : 20.98383  		m : 10.29525  		v : 95.19063  		Mach : 0.31532   		a : -11.8536  		altitude : 9459.01114		twr : 0.0       	
	t : 46.2      		Fthrust : 0         		Fdrag : 20.92838  		m : 10.29525  		v : 95.07215  		Mach : 0.31494   		a : -11.84821 		altitude : 9459.96245		twr : 0.0       	
	t : 46.21     		Fthrust : 0         		Fdrag : 20.87304  		m : 10.29525  		v : 94.95372  		Mach : 0.31455   		a : -11.84282 		altitude : 9460.91258		twr : 0.0       	
	t : 46.22     		Fthrust : 0         		Fdrag : 20.81781  		m : 10.29525  		v : 94.83535  		Mach : 0.31416   		a : -11.83744 		altitude : 9461.86152		twr : 0.0       	
	t : 46.23     		Fthrust : 0         		Fdrag : 20.76269  		m : 10.29525  		v : 94.71703  		Mach : 0.31377   		a : -11.83208 		altitude : 9462.80929		twr : 0.0       	
	t : 46.24     		Fthrust : 0         		Fdrag : 20.70767  		m : 10.29525  		v : 94.59876  		Mach : 0.31338   		a : -11.82673 		altitude : 9463.75587		twr : 0.0       	
	t : 46.25     		Fthrust : 0         		Fdrag : 20.65277  		m : 10.29525  		v : 94.48055  		Mach : 0.313     		a : -11.82138 		altitude : 9464.70126		twr : 0.0       	
	t : 46.26     		Fthrust : 0         		Fdrag : 20.59797  		m : 10.29525  		v : 94.36239  		Mach : 0.31261   		a : -11.81605 		altitude : 9465.64548		twr : 0.0       	
	t : 46.27     		Fthrust : 0         		Fdrag : 20.54328  		m : 10.29525  		v : 94.24428  		Mach : 0.31222   		a : -11.81073 		altitude : 9466.58851		twr : 0.0       	
	t : 46.28     		Fthrust : 0         		Fdrag : 20.4887   		m : 10.29525  		v : 94.12622  		Mach : 0.31184   		a : -11.80541 		altitude : 9467.53036		twr : 0.0       	
	t : 46.29     		Fthrust : 0         		Fdrag : 20.43422  		m : 10.29525  		v : 94.00822  		Mach : 0.31145   		a : -11.80011 		altitude : 9468.47103		twr : 0.0       	
	t : 46.3      		Fthrust : 0         		Fdrag : 20.37986  		m : 10.29525  		v : 93.89028  		Mach : 0.31106   		a : -11.79482 		altitude : 9469.41053		twr : 0.0       	
	t : 46.31     		Fthrust : 0         		Fdrag : 20.3256   		m : 10.29525  		v : 93.77238  		Mach : 0.31068   		a : -11.78954 		altitude : 9470.34884		twr : 0.0       	
	t : 46.32     		Fthrust : 0         		Fdrag : 20.27144  		m : 10.29525  		v : 93.65454  		Mach : 0.31029   		a : -11.78427 		altitude : 9471.28598		twr : 0.0       	
	t : 46.33     		Fthrust : 0         		Fdrag : 20.2174   		m : 10.29525  		v : 93.53675  		Mach : 0.3099    		a : -11.77901 		altitude : 9472.22193		twr : 0.0       	
	t : 46.34     		Fthrust : 0         		Fdrag : 20.16346  		m : 10.29525  		v : 93.41901  		Mach : 0.30952   		a : -11.77376 		altitude : 9473.15671		twr : 0.0       	
	t : 46.35     		Fthrust : 0         		Fdrag : 20.10962  		m : 10.29525  		v : 93.30132  		Mach : 0.30913   		a : -11.76852 		altitude : 9474.09031		twr : 0.0       	
	t : 46.36     		Fthrust : 0         		Fdrag : 20.0559   		m : 10.29525  		v : 93.18369  		Mach : 0.30875   		a : -11.76329 		altitude : 9475.02274		twr : 0.0       	
	t : 46.37     		Fthrust : 0         		Fdrag : 20.00228  		m : 10.29525  		v : 93.06611  		Mach : 0.30836   		a : -11.75807 		altitude : 9475.95399		twr : 0.0       	
	t : 46.38     		Fthrust : 0         		Fdrag : 19.94876  		m : 10.29525  		v : 92.94858  		Mach : 0.30798   		a : -11.75286 		altitude : 9476.88406		twr : 0.0       	
	t : 46.39     		Fthrust : 0         		Fdrag : 19.89535  		m : 10.29525  		v : 92.83111  		Mach : 0.30759   		a : -11.74767 		altitude : 9477.81296		twr : 0.0       	
	t : 46.4      		Fthrust : 0         		Fdrag : 19.84204  		m : 10.29525  		v : 92.71368  		Mach : 0.30721   		a : -11.74248 		altitude : 9478.74068		twr : 0.0       	
	t : 46.41     		Fthrust : 0         		Fdrag : 19.78884  		m : 10.29525  		v : 92.59631  		Mach : 0.30682   		a : -11.7373  		altitude : 9479.66723		twr : 0.0       	
	t : 46.42     		Fthrust : 0         		Fdrag : 19.73575  		m : 10.29525  		v : 92.47899  		Mach : 0.30644   		a : -11.73213 		altitude : 9480.59261		twr : 0.0       	
	t : 46.43     		Fthrust : 0         		Fdrag : 19.68276  		m : 10.29525  		v : 92.36172  		Mach : 0.30605   		a : -11.72698 		altitude : 9481.51681		twr : 0.0       	
	t : 46.44     		Fthrust : 0         		Fdrag : 19.62987  		m : 10.29525  		v : 92.2445   		Mach : 0.30567   		a : -11.72183 		altitude : 9482.43984		twr : 0.0       	
	t : 46.45     		Fthrust : 0         		Fdrag : 19.57709  		m : 10.29525  		v : 92.12733  		Mach : 0.30528   		a : -11.71669 		altitude : 9483.3617 		twr : 0.0       	
	t : 46.46     		Fthrust : 0         		Fdrag : 19.52441  		m : 10.29525  		v : 92.01022  		Mach : 0.3049    		a : -11.71157 		altitude : 9484.28239		twr : 0.0       	
	t : 46.47     		Fthrust : 0         		Fdrag : 19.47184  		m : 10.29525  		v : 91.89315  		Mach : 0.30451   		a : -11.70645 		altitude : 9485.20191		twr : 0.0       	
	t : 46.48     		Fthrust : 0         		Fdrag : 19.41937  		m : 10.29525  		v : 91.77614  		Mach : 0.30413   		a : -11.70134 		altitude : 9486.12025		twr : 0.0       	
	t : 46.49     		Fthrust : 0         		Fdrag : 19.367    		m : 10.29525  		v : 91.65918  		Mach : 0.30375   		a : -11.69625 		altitude : 9487.03743		twr : 0.0       	
	t : 46.5      		Fthrust : 0         		Fdrag : 19.31474  		m : 10.29525  		v : 91.54226  		Mach : 0.30336   		a : -11.69116 		altitude : 9487.95344		twr : 0.0       	
	t : 46.51     		Fthrust : 0         		Fdrag : 19.26258  		m : 10.29525  		v : 91.4254   		Mach : 0.30298   		a : -11.68608 		altitude : 9488.86828		twr : 0.0       	
	t : 46.52     		Fthrust : 0         		Fdrag : 19.21052  		m : 10.29525  		v : 91.30859  		Mach : 0.3026    		a : -11.68102 		altitude : 9489.78195		twr : 0.0       	
	t : 46.53     		Fthrust : 0         		Fdrag : 19.15857  		m : 10.29525  		v : 91.19183  		Mach : 0.30221   		a : -11.67596 		altitude : 9490.69445		twr : 0.0       	
	t : 46.54     		Fthrust : 0         		Fdrag : 19.10671  		m : 10.29525  		v : 91.07512  		Mach : 0.30183   		a : -11.67091 		altitude : 9491.60578		twr : 0.0       	
	t : 46.55     		Fthrust : 0         		Fdrag : 19.05496  		m : 10.29525  		v : 90.95846  		Mach : 0.30145   		a : -11.66588 		altitude : 9492.51595		twr : 0.0       	
	t : 46.56     		Fthrust : 0         		Fdrag : 19.00332  		m : 10.29525  		v : 90.84186  		Mach : 0.30107   		a : -11.66085 		altitude : 9493.42495		twr : 0.0       	
	t : 46.57     		Fthrust : 0         		Fdrag : 18.95177  		m : 10.29525  		v : 90.7253   		Mach : 0.30068   		a : -11.65583 		altitude : 9494.33279		twr : 0.0       	
	t : 46.58     		Fthrust : 0         		Fdrag : 18.90033  		m : 10.29525  		v : 90.60879  		Mach : 0.3003    		a : -11.65083 		altitude : 9495.23946		twr : 0.0       	
	t : 46.59     		Fthrust : 0         		Fdrag : 18.84898  		m : 10.29525  		v : 90.49233  		Mach : 0.29992   		a : -11.64583 		altitude : 9496.14496		twr : 0.0       	
	t : 46.6      		Fthrust : 0         		Fdrag : 18.79774  		m : 10.29525  		v : 90.37592  		Mach : 0.29954   		a : -11.64084 		altitude : 9497.0493 		twr : 0.0       	
	t : 46.61     		Fthrust : 0         		Fdrag : 18.7466   		m : 10.29525  		v : 90.25956  		Mach : 0.29916   		a : -11.63587 		altitude : 9497.95248		twr : 0.0       	
	t : 46.62     		Fthrust : 0         		Fdrag : 18.69556  		m : 10.29525  		v : 90.14326  		Mach : 0.29877   		a : -11.6309  		altitude : 9498.8545 		twr : 0.0       	
	t : 46.63     		Fthrust : 0         		Fdrag : 18.64463  		m : 10.29525  		v : 90.027    		Mach : 0.29839   		a : -11.62594 		altitude : 9499.75535		twr : 0.0       	
	t : 46.64     		Fthrust : 0         		Fdrag : 18.59379  		m : 10.29525  		v : 89.91079  		Mach : 0.29801   		a : -11.62099 		altitude : 9500.65504		twr : 0.0       	
	t : 46.65     		Fthrust : 0         		Fdrag : 18.54305  		m : 10.29525  		v : 89.79463  		Mach : 0.29763   		a : -11.61606 		altitude : 9501.55356		twr : 0.0       	
	t : 46.66     		Fthrust : 0         		Fdrag : 18.49242  		m : 10.29525  		v : 89.67851  		Mach : 0.29725   		a : -11.61113 		altitude : 9502.45093		twr : 0.0       	
	t : 46.67     		Fthrust : 0         		Fdrag : 18.44188  		m : 10.29525  		v : 89.56245  		Mach : 0.29687   		a : -11.60621 		altitude : 9503.34713		twr : 0.0       	
	t : 46.68     		Fthrust : 0         		Fdrag : 18.39144  		m : 10.29525  		v : 89.44644  		Mach : 0.29649   		a : -11.6013  		altitude : 9504.24218		twr : 0.0       	
	t : 46.69     		Fthrust : 0         		Fdrag : 18.3411   		m : 10.29525  		v : 89.33048  		Mach : 0.29611   		a : -11.5964  		altitude : 9505.13606		twr : 0.0       	
	t : 46.7      		Fthrust : 0         		Fdrag : 18.29087  		m : 10.29525  		v : 89.21456  		Mach : 0.29573   		a : -11.59151 		altitude : 9506.02879		twr : 0.0       	
	t : 46.71     		Fthrust : 0         		Fdrag : 18.24073  		m : 10.29525  		v : 89.09869  		Mach : 0.29535   		a : -11.58663 		altitude : 9506.92035		twr : 0.0       	
	t : 46.72     		Fthrust : 0         		Fdrag : 18.19069  		m : 10.29525  		v : 88.98288  		Mach : 0.29497   		a : -11.58176 		altitude : 9507.81076		twr : 0.0       	
	t : 46.73     		Fthrust : 0         		Fdrag : 18.14075  		m : 10.29525  		v : 88.86711  		Mach : 0.29459   		a : -11.5769  		altitude : 9508.70001		twr : 0.0       	
	t : 46.74     		Fthrust : 0         		Fdrag : 18.09091  		m : 10.29525  		v : 88.75139  		Mach : 0.29421   		a : -11.57205 		altitude : 9509.5881 		twr : 0.0       	
	t : 46.75     		Fthrust : 0         		Fdrag : 18.04116  		m : 10.29525  		v : 88.63571  		Mach : 0.29383   		a : -11.56721 		altitude : 9510.47504		twr : 0.0       	
	t : 46.76     		Fthrust : 0         		Fdrag : 17.99152  		m : 10.29525  		v : 88.52009  		Mach : 0.29345   		a : -11.56238 		altitude : 9511.36082		twr : 0.0       	
	t : 46.77     		Fthrust : 0         		Fdrag : 17.94197  		m : 10.29525  		v : 88.40452  		Mach : 0.29307   		a : -11.55756 		altitude : 9512.24544		twr : 0.0       	
	t : 46.78     		Fthrust : 0         		Fdrag : 17.89252  		m : 10.29525  		v : 88.28899  		Mach : 0.29269   		a : -11.55274 		altitude : 9513.12891		twr : 0.0       	
	t : 46.79     		Fthrust : 0         		Fdrag : 17.84317  		m : 10.29525  		v : 88.17351  		Mach : 0.29231   		a : -11.54794 		altitude : 9514.01122		twr : 0.0       	
	t : 46.8      		Fthrust : 0         		Fdrag : 17.79392  		m : 10.29525  		v : 88.05808  		Mach : 0.29193   		a : -11.54315 		altitude : 9514.89238		twr : 0.0       	
	t : 46.81     		Fthrust : 0         		Fdrag : 17.74477  		m : 10.29525  		v : 87.94269  		Mach : 0.29155   		a : -11.53836 		altitude : 9515.77238		twr : 0.0       	
	t : 46.82     		Fthrust : 0         		Fdrag : 17.69571  		m : 10.29525  		v : 87.82736  		Mach : 0.29117   		a : -11.53359 		altitude : 9516.65123		twr : 0.0       	
	t : 46.83     		Fthrust : 0         		Fdrag : 17.64675  		m : 10.29525  		v : 87.71207  		Mach : 0.29079   		a : -11.52882 		altitude : 9517.52893		twr : 0.0       	
	t : 46.84     		Fthrust : 0         		Fdrag : 17.59788  		m : 10.29525  		v : 87.59683  		Mach : 0.29042   		a : -11.52407 		altitude : 9518.40548		twr : 0.0       	
	t : 46.85     		Fthrust : 0         		Fdrag : 17.54911  		m : 10.29525  		v : 87.48164  		Mach : 0.29004   		a : -11.51932 		altitude : 9519.28087		twr : 0.0       	
	t : 46.86     		Fthrust : 0         		Fdrag : 17.50044  		m : 10.29525  		v : 87.36649  		Mach : 0.28966   		a : -11.51458 		altitude : 9520.15511		twr : 0.0       	
	t : 46.87     		Fthrust : 0         		Fdrag : 17.45187  		m : 10.29525  		v : 87.25139  		Mach : 0.28928   		a : -11.50986 		altitude : 9521.0282 		twr : 0.0       	
	t : 46.88     		Fthrust : 0         		Fdrag : 17.40339  		m : 10.29525  		v : 87.13634  		Mach : 0.2889    		a : -11.50514 		altitude : 9521.90014		twr : 0.0       	
	t : 46.89     		Fthrust : 0         		Fdrag : 17.35501  		m : 10.29525  		v : 87.02134  		Mach : 0.28853   		a : -11.50043 		altitude : 9522.77093		twr : 0.0       	
	t : 46.9      		Fthrust : 0         		Fdrag : 17.30672  		m : 10.29525  		v : 86.90638  		Mach : 0.28815   		a : -11.49573 		altitude : 9523.64056		twr : 0.0       	
	t : 46.91     		Fthrust : 0         		Fdrag : 17.25853  		m : 10.29525  		v : 86.79147  		Mach : 0.28777   		a : -11.49104 		altitude : 9524.50905		twr : 0.0       	
	t : 46.92     		Fthrust : 0         		Fdrag : 17.21044  		m : 10.29525  		v : 86.6766   		Mach : 0.28739   		a : -11.48636 		altitude : 9525.37639		twr : 0.0       	
	t : 46.93     		Fthrust : 0         		Fdrag : 17.16244  		m : 10.29525  		v : 86.56179  		Mach : 0.28702   		a : -11.48169 		altitude : 9526.24259		twr : 0.0       	
	t : 46.94     		Fthrust : 0         		Fdrag : 17.11453  		m : 10.29525  		v : 86.44702  		Mach : 0.28664   		a : -11.47703 		altitude : 9527.10763		twr : 0.0       	
	t : 46.95     		Fthrust : 0         		Fdrag : 17.06672  		m : 10.29525  		v : 86.33229  		Mach : 0.28626   		a : -11.47237 		altitude : 9527.97153		twr : 0.0       	
	t : 46.96     		Fthrust : 0         		Fdrag : 17.01901  		m : 10.29525  		v : 86.21762  		Mach : 0.28589   		a : -11.46773 		altitude : 9528.83428		twr : 0.0       	
	t : 46.97     		Fthrust : 0         		Fdrag : 16.97139  		m : 10.29525  		v : 86.10298  		Mach : 0.28551   		a : -11.46309 		altitude : 9529.69588		twr : 0.0       	
	t : 46.98     		Fthrust : 0         		Fdrag : 16.92387  		m : 10.29525  		v : 85.9884   		Mach : 0.28513   		a : -11.45847 		altitude : 9530.55634		twr : 0.0       	
	t : 46.99     		Fthrust : 0         		Fdrag : 16.87643  		m : 10.29525  		v : 85.87386  		Mach : 0.28476   		a : -11.45385 		altitude : 9531.41565		twr : 0.0       	
	t : 47.0      		Fthrust : 0         		Fdrag : 16.8291   		m : 10.29525  		v : 85.75937  		Mach : 0.28438   		a : -11.44924 		altitude : 9532.27381		twr : 0.0       	
	t : 47.01     		Fthrust : 0         		Fdrag : 16.78185  		m : 10.29525  		v : 85.64492  		Mach : 0.284     		a : -11.44465 		altitude : 9533.13083		twr : 0.0       	
	t : 47.02     		Fthrust : 0         		Fdrag : 16.73471  		m : 10.29525  		v : 85.53052  		Mach : 0.28363   		a : -11.44006 		altitude : 9533.98671		twr : 0.0       	
	t : 47.03     		Fthrust : 0         		Fdrag : 16.68765  		m : 10.29525  		v : 85.41617  		Mach : 0.28325   		a : -11.43548 		altitude : 9534.84145		twr : 0.0       	
	t : 47.04     		Fthrust : 0         		Fdrag : 16.64069  		m : 10.29525  		v : 85.30186  		Mach : 0.28288   		a : -11.43091 		altitude : 9535.69504		twr : 0.0       	
	t : 47.05     		Fthrust : 0         		Fdrag : 16.59382  		m : 10.29525  		v : 85.18759  		Mach : 0.2825    		a : -11.42635 		altitude : 9536.54748		twr : 0.0       	
	t : 47.06     		Fthrust : 0         		Fdrag : 16.54704  		m : 10.29525  		v : 85.07338  		Mach : 0.28213   		a : -11.42179 		altitude : 9537.39879		twr : 0.0       	
	t : 47.07     		Fthrust : 0         		Fdrag : 16.50036  		m : 10.29525  		v : 84.9592   		Mach : 0.28175   		a : -11.41725 		altitude : 9538.24895		twr : 0.0       	
	t : 47.08     		Fthrust : 0         		Fdrag : 16.45377  		m : 10.29525  		v : 84.84508  		Mach : 0.28138   		a : -11.41272 		altitude : 9539.09797		twr : 0.0       	
	t : 47.09     		Fthrust : 0         		Fdrag : 16.40728  		m : 10.29525  		v : 84.731    		Mach : 0.281     		a : -11.40819 		altitude : 9539.94585		twr : 0.0       	
	t : 47.1      		Fthrust : 0         		Fdrag : 16.36087  		m : 10.29525  		v : 84.61696  		Mach : 0.28063   		a : -11.40367 		altitude : 9540.79259		twr : 0.0       	
	t : 47.11     		Fthrust : 0         		Fdrag : 16.31456  		m : 10.29525  		v : 84.50297  		Mach : 0.28025   		a : -11.39917 		altitude : 9541.63819		twr : 0.0       	
	t : 47.12     		Fthrust : 0         		Fdrag : 16.26834  		m : 10.29525  		v : 84.38902  		Mach : 0.27988   		a : -11.39467 		altitude : 9542.48265		twr : 0.0       	
	t : 47.13     		Fthrust : 0         		Fdrag : 16.22221  		m : 10.29525  		v : 84.27512  		Mach : 0.2795    		a : -11.39018 		altitude : 9543.32597		twr : 0.0       	
	t : 47.14     		Fthrust : 0         		Fdrag : 16.17617  		m : 10.29525  		v : 84.16126  		Mach : 0.27913   		a : -11.3857  		altitude : 9544.16815		twr : 0.0       	
	t : 47.15     		Fthrust : 0         		Fdrag : 16.13023  		m : 10.29525  		v : 84.04745  		Mach : 0.27875   		a : -11.38123 		altitude : 9545.0092 		twr : 0.0       	
	t : 47.16     		Fthrust : 0         		Fdrag : 16.08438  		m : 10.29525  		v : 83.93368  		Mach : 0.27838   		a : -11.37676 		altitude : 9545.8491 		twr : 0.0       	
	t : 47.17     		Fthrust : 0         		Fdrag : 16.03862  		m : 10.29525  		v : 83.81996  		Mach : 0.27801   		a : -11.37231 		altitude : 9546.68787		twr : 0.0       	
	t : 47.18     		Fthrust : 0         		Fdrag : 15.99294  		m : 10.29525  		v : 83.70628  		Mach : 0.27763   		a : -11.36787 		altitude : 9547.5255 		twr : 0.0       	
	t : 47.19     		Fthrust : 0         		Fdrag : 15.94736  		m : 10.29525  		v : 83.59265  		Mach : 0.27726   		a : -11.36343 		altitude : 9548.362  		twr : 0.0       	
	t : 47.2      		Fthrust : 0         		Fdrag : 15.90188  		m : 10.29525  		v : 83.47906  		Mach : 0.27689   		a : -11.359   		altitude : 9549.19736		twr : 0.0       	
	t : 47.21     		Fthrust : 0         		Fdrag : 15.85648  		m : 10.29525  		v : 83.36551  		Mach : 0.27651   		a : -11.35458 		altitude : 9550.03158		twr : 0.0       	
	t : 47.22     		Fthrust : 0         		Fdrag : 15.81117  		m : 10.29525  		v : 83.25201  		Mach : 0.27614   		a : -11.35017 		altitude : 9550.86467		twr : 0.0       	
	t : 47.23     		Fthrust : 0         		Fdrag : 15.76595  		m : 10.29525  		v : 83.13855  		Mach : 0.27577   		a : -11.34577 		altitude : 9551.69662		twr : 0.0       	
	t : 47.24     		Fthrust : 0         		Fdrag : 15.72083  		m : 10.29525  		v : 83.02514  		Mach : 0.27539   		a : -11.34138 		altitude : 9552.52744		twr : 0.0       	
	t : 47.25     		Fthrust : 0         		Fdrag : 15.67579  		m : 10.29525  		v : 82.91177  		Mach : 0.27502   		a : -11.337   		altitude : 9553.35712		twr : 0.0       	
	t : 47.26     		Fthrust : 0         		Fdrag : 15.63084  		m : 10.29525  		v : 82.79844  		Mach : 0.27465   		a : -11.33262 		altitude : 9554.18567		twr : 0.0       	
	t : 47.27     		Fthrust : 0         		Fdrag : 15.58599  		m : 10.29525  		v : 82.68516  		Mach : 0.27428   		a : -11.32826 		altitude : 9555.01309		twr : 0.0       	
	t : 47.28     		Fthrust : 0         		Fdrag : 15.54122  		m : 10.29525  		v : 82.57192  		Mach : 0.2739    		a : -11.3239  		altitude : 9555.83938		twr : 0.0       	
	t : 47.29     		Fthrust : 0         		Fdrag : 15.49654  		m : 10.29525  		v : 82.45872  		Mach : 0.27353   		a : -11.31955 		altitude : 9556.66453		twr : 0.0       	
	t : 47.3      		Fthrust : 0         		Fdrag : 15.45195  		m : 10.29525  		v : 82.34557  		Mach : 0.27316   		a : -11.31521 		altitude : 9557.48855		twr : 0.0       	
	t : 47.31     		Fthrust : 0         		Fdrag : 15.40745  		m : 10.29525  		v : 82.23246  		Mach : 0.27279   		a : -11.31088 		altitude : 9558.31144		twr : 0.0       	
	t : 47.32     		Fthrust : 0         		Fdrag : 15.36304  		m : 10.29525  		v : 82.1194   		Mach : 0.27242   		a : -11.30656 		altitude : 9559.1332 		twr : 0.0       	
	t : 47.33     		Fthrust : 0         		Fdrag : 15.31872  		m : 10.29525  		v : 82.00637  		Mach : 0.27204   		a : -11.30225 		altitude : 9559.95383		twr : 0.0       	
	t : 47.34     		Fthrust : 0         		Fdrag : 15.27448  		m : 10.29525  		v : 81.89339  		Mach : 0.27167   		a : -11.29794 		altitude : 9560.77333		twr : 0.0       	
	t : 47.35     		Fthrust : 0         		Fdrag : 15.23034  		m : 10.29525  		v : 81.78046  		Mach : 0.2713    		a : -11.29364 		altitude : 9561.5917 		twr : 0.0       	
	t : 47.36     		Fthrust : 0         		Fdrag : 15.18628  		m : 10.29525  		v : 81.66756  		Mach : 0.27093   		a : -11.28936 		altitude : 9562.40894		twr : 0.0       	
	t : 47.37     		Fthrust : 0         		Fdrag : 15.14231  		m : 10.29525  		v : 81.55471  		Mach : 0.27056   		a : -11.28508 		altitude : 9563.22505		twr : 0.0       	
	t : 47.38     		Fthrust : 0         		Fdrag : 15.09843  		m : 10.29525  		v : 81.44191  		Mach : 0.27019   		a : -11.28081 		altitude : 9564.04003		twr : 0.0       	
	t : 47.39     		Fthrust : 0         		Fdrag : 15.05464  		m : 10.29525  		v : 81.32914  		Mach : 0.26982   		a : -11.27654 		altitude : 9564.85389		twr : 0.0       	
	t : 47.4      		Fthrust : 0         		Fdrag : 15.01093  		m : 10.29525  		v : 81.21642  		Mach : 0.26945   		a : -11.27229 		altitude : 9565.66662		twr : 0.0       	
	t : 47.41     		Fthrust : 0         		Fdrag : 14.96732  		m : 10.29525  		v : 81.10374  		Mach : 0.26907   		a : -11.26804 		altitude : 9566.47822		twr : 0.0       	
	t : 47.42     		Fthrust : 0         		Fdrag : 14.92379  		m : 10.29525  		v : 80.9911   		Mach : 0.2687    		a : -11.26381 		altitude : 9567.28869		twr : 0.0       	
	t : 47.43     		Fthrust : 0         		Fdrag : 14.88034  		m : 10.29525  		v : 80.8785   		Mach : 0.26833   		a : -11.25958 		altitude : 9568.09804		twr : 0.0       	
	t : 47.44     		Fthrust : 0         		Fdrag : 14.83699  		m : 10.29525  		v : 80.76595  		Mach : 0.26796   		a : -11.25536 		altitude : 9568.90626		twr : 0.0       	
	t : 47.45     		Fthrust : 0         		Fdrag : 14.79372  		m : 10.29525  		v : 80.65344  		Mach : 0.26759   		a : -11.25115 		altitude : 9569.71336		twr : 0.0       	
	t : 47.46     		Fthrust : 0         		Fdrag : 14.75054  		m : 10.29525  		v : 80.54097  		Mach : 0.26722   		a : -11.24695 		altitude : 9570.51933		twr : 0.0       	
	t : 47.47     		Fthrust : 0         		Fdrag : 14.70744  		m : 10.29525  		v : 80.42854  		Mach : 0.26685   		a : -11.24275 		altitude : 9571.32418		twr : 0.0       	
	t : 47.48     		Fthrust : 0         		Fdrag : 14.66443  		m : 10.29525  		v : 80.31616  		Mach : 0.26648   		a : -11.23857 		altitude : 9572.1279 		twr : 0.0       	
	t : 47.49     		Fthrust : 0         		Fdrag : 14.62151  		m : 10.29525  		v : 80.20381  		Mach : 0.26611   		a : -11.23439 		altitude : 9572.9305 		twr : 0.0       	
	t : 47.5      		Fthrust : 0         		Fdrag : 14.57867  		m : 10.29525  		v : 80.09151  		Mach : 0.26574   		a : -11.23022 		altitude : 9573.73198		twr : 0.0       	
	t : 47.51     		Fthrust : 0         		Fdrag : 14.53592  		m : 10.29525  		v : 79.97925  		Mach : 0.26537   		a : -11.22606 		altitude : 9574.53233		twr : 0.0       	
	t : 47.52     		Fthrust : 0         		Fdrag : 14.49326  		m : 10.29525  		v : 79.86703  		Mach : 0.26501   		a : -11.22191 		altitude : 9575.33156		twr : 0.0       	
	t : 47.53     		Fthrust : 0         		Fdrag : 14.45068  		m : 10.29525  		v : 79.75485  		Mach : 0.26464   		a : -11.21776 		altitude : 9576.12967		twr : 0.0       	
	t : 47.54     		Fthrust : 0         		Fdrag : 14.40818  		m : 10.29525  		v : 79.64272  		Mach : 0.26427   		a : -11.21363 		altitude : 9576.92666		twr : 0.0       	
	t : 47.55     		Fthrust : 0         		Fdrag : 14.36578  		m : 10.29525  		v : 79.53062  		Mach : 0.2639    		a : -11.2095  		altitude : 9577.72253		twr : 0.0       	
	t : 47.56     		Fthrust : 0         		Fdrag : 14.32345  		m : 10.29525  		v : 79.41857  		Mach : 0.26353   		a : -11.20538 		altitude : 9578.51727		twr : 0.0       	
	t : 47.57     		Fthrust : 0         		Fdrag : 14.28122  		m : 10.29525  		v : 79.30655  		Mach : 0.26316   		a : -11.20127 		altitude : 9579.3109 		twr : 0.0       	
	t : 47.58     		Fthrust : 0         		Fdrag : 14.23907  		m : 10.29525  		v : 79.19458  		Mach : 0.26279   		a : -11.19717 		altitude : 9580.1034 		twr : 0.0       	
	t : 47.59     		Fthrust : 0         		Fdrag : 14.197    		m : 10.29525  		v : 79.08265  		Mach : 0.26242   		a : -11.19307 		altitude : 9580.89479		twr : 0.0       	
	t : 47.6      		Fthrust : 0         		Fdrag : 14.15502  		m : 10.29525  		v : 78.97076  		Mach : 0.26206   		a : -11.18899 		altitude : 9581.68506		twr : 0.0       	
