	t : 0         		Fthrust : 500.0     		Fdrag : 0         		m : 15.90498  		v : 0         		Mach : 0         		a : 0         		altitude : 113.0     		twr : 3.20456   	
	t : 70.6      		Fthrust : 0         		Fdrag : 0.22551   		m : 10.29525  		v : 30.70932  		Mach : 0.10411   		a : -9.83205  		altitude : 18343.22047		twr : 0.0       	
	t : 70.61     		Fthrust : 0         		Fdrag : 0.22406   		m : 10.29525  		v : 30.611    		Mach : 0.10378   		a : -9.8319   		altitude : 18343.52707		twr : 0.0       	
	t : 70.62     		Fthrust : 0         		Fdrag : 0.22261   		m : 10.29525  		v : 30.51269  		Mach : 0.10344   		a : -9.83176  		altitude : 18343.83269		twr : 0.0       	
	t : 70.63     		Fthrust : 0         		Fdrag : 0.22117   		m : 10.29525  		v : 30.41437  		Mach : 0.10311   		a : -9.83162  		altitude : 18344.13732		twr : 0.0       	
	t : 70.64     		Fthrust : 0         		Fdrag : 0.21973   		m : 10.29525  		v : 30.31606  		Mach : 0.10278   		a : -9.83148  		altitude : 18344.44098		twr : 0.0       	
	t : 70.65     		Fthrust : 0         		Fdrag : 0.21829   		m : 10.29525  		v : 30.21774  		Mach : 0.10244   		a : -9.83134  		altitude : 18344.74365		twr : 0.0       	
	t : 70.66     		Fthrust : 0         		Fdrag : 0.21687   		m : 10.29525  		v : 30.11943  		Mach : 0.10211   		a : -9.8312   		altitude : 18345.04533		twr : 0.0       	
	t : 70.67     		Fthrust : 0         		Fdrag : 0.21544   		m : 10.29525  		v : 30.02112  		Mach : 0.10178   		a : -9.83106  		altitude : 18345.34603		twr : 0.0       	
	t : 70.68     		Fthrust : 0         		Fdrag : 0.21402   		m : 10.29525  		v : 29.92281  		Mach : 0.10144   		a : -9.83093  		altitude : 18345.64575		twr : 0.0       	
	t : 70.69     		Fthrust : 0         		Fdrag : 0.21261   		m : 10.29525  		v : 29.8245   		Mach : 0.10111   		a : -9.83079  		altitude : 18345.94449		twr : 0.0       	
	t : 70.7      		Fthrust : 0         		Fdrag : 0.2112    		m : 10.29525  		v : 29.7262   		Mach : 0.10078   		a : -9.83065  		altitude : 18346.24224		twr : 0.0       	
	t : 70.71     		Fthrust : 0         		Fdrag : 0.2098    		m : 10.29525  		v : 29.62789  		Mach : 0.10044   		a : -9.83051  		altitude : 18346.53901		twr : 0.0       	
	t : 70.72     		Fthrust : 0         		Fdrag : 0.2084    		m : 10.29525  		v : 29.52959  		Mach : 0.10011   		a : -9.83038  		altitude : 18346.8348		twr : 0.0       	
	t : 70.73     		Fthrust : 0         		Fdrag : 0.207     		m : 10.29525  		v : 29.43128  		Mach : 0.09978   		a : -9.83024  		altitude : 18347.12961		twr : 0.0       	
	t : 70.74     		Fthrust : 0         		Fdrag : 0.20561   		m : 10.29525  		v : 29.33298  		Mach : 0.09944   		a : -9.83011  		altitude : 18347.42343		twr : 0.0       	
	t : 70.75     		Fthrust : 0         		Fdrag : 0.20423   		m : 10.29525  		v : 29.23468  		Mach : 0.09911   		a : -9.82997  		altitude : 18347.71627		twr : 0.0       	
	t : 70.76     		Fthrust : 0         		Fdrag : 0.20285   		m : 10.29525  		v : 29.13639  		Mach : 0.09878   		a : -9.82984  		altitude : 18348.00812		twr : 0.0       	
	t : 70.77     		Fthrust : 0         		Fdrag : 0.20147   		m : 10.29525  		v : 29.03809  		Mach : 0.09844   		a : -9.8297   		altitude : 18348.29899		twr : 0.0       	
	t : 70.78     		Fthrust : 0         		Fdrag : 0.2001    		m : 10.29525  		v : 28.93979  		Mach : 0.09811   		a : -9.82957  		altitude : 18348.58888		twr : 0.0       	
	t : 70.79     		Fthrust : 0         		Fdrag : 0.19873   		m : 10.29525  		v : 28.8415   		Mach : 0.09778   		a : -9.82944  		altitude : 18348.87779		twr : 0.0       	
	t : 70.8      		Fthrust : 0         		Fdrag : 0.19737   		m : 10.29525  		v : 28.74321  		Mach : 0.09744   		a : -9.8293   		altitude : 18349.16571		twr : 0.0       	
	t : 70.81     		Fthrust : 0         		Fdrag : 0.19602   		m : 10.29525  		v : 28.64491  		Mach : 0.09711   		a : -9.82917  		altitude : 18349.45265		twr : 0.0       	
	t : 70.82     		Fthrust : 0         		Fdrag : 0.19466   		m : 10.29525  		v : 28.54662  		Mach : 0.09678   		a : -9.82904  		altitude : 18349.73861		twr : 0.0       	
	t : 70.83     		Fthrust : 0         		Fdrag : 0.19332   		m : 10.29525  		v : 28.44833  		Mach : 0.09644   		a : -9.82891  		altitude : 18350.02359		twr : 0.0       	
	t : 70.84     		Fthrust : 0         		Fdrag : 0.19198   		m : 10.29525  		v : 28.35005  		Mach : 0.09611   		a : -9.82878  		altitude : 18350.30758		twr : 0.0       	
	t : 70.85     		Fthrust : 0         		Fdrag : 0.19064   		m : 10.29525  		v : 28.25176  		Mach : 0.09578   		a : -9.82865  		altitude : 18350.59059		twr : 0.0       	
	t : 70.86     		Fthrust : 0         		Fdrag : 0.18931   		m : 10.29525  		v : 28.15347  		Mach : 0.09545   		a : -9.82852  		altitude : 18350.87261		twr : 0.0       	
	t : 70.87     		Fthrust : 0         		Fdrag : 0.18798   		m : 10.29525  		v : 28.05519  		Mach : 0.09511   		a : -9.82839  		altitude : 18351.15366		twr : 0.0       	
	t : 70.88     		Fthrust : 0         		Fdrag : 0.18665   		m : 10.29525  		v : 27.95691  		Mach : 0.09478   		a : -9.82826  		altitude : 18351.43372		twr : 0.0       	
	t : 70.89     		Fthrust : 0         		Fdrag : 0.18534   		m : 10.29525  		v : 27.85863  		Mach : 0.09445   		a : -9.82813  		altitude : 18351.71279		twr : 0.0       	
	t : 70.9      		Fthrust : 0         		Fdrag : 0.18402   		m : 10.29525  		v : 27.76035  		Mach : 0.09411   		a : -9.828    		altitude : 18351.99089		twr : 0.0       	
	t : 70.91     		Fthrust : 0         		Fdrag : 0.18271   		m : 10.29525  		v : 27.66207  		Mach : 0.09378   		a : -9.82787  		altitude : 18352.268 		twr : 0.0       	
	t : 70.92     		Fthrust : 0         		Fdrag : 0.18141   		m : 10.29525  		v : 27.56379  		Mach : 0.09345   		a : -9.82775  		altitude : 18352.54413		twr : 0.0       	
	t : 70.93     		Fthrust : 0         		Fdrag : 0.18011   		m : 10.29525  		v : 27.46551  		Mach : 0.09311   		a : -9.82762  		altitude : 18352.81928		twr : 0.0       	
	t : 70.94     		Fthrust : 0         		Fdrag : 0.17882   		m : 10.29525  		v : 27.36724  		Mach : 0.09278   		a : -9.82749  		altitude : 18353.09344		twr : 0.0       	
	t : 70.95     		Fthrust : 0         		Fdrag : 0.17753   		m : 10.29525  		v : 27.26897  		Mach : 0.09245   		a : -9.82737  		altitude : 18353.36662		twr : 0.0       	
	t : 70.96     		Fthrust : 0         		Fdrag : 0.17624   		m : 10.29525  		v : 27.17069  		Mach : 0.09211   		a : -9.82724  		altitude : 18353.63882		twr : 0.0       	
	t : 70.97     		Fthrust : 0         		Fdrag : 0.17496   		m : 10.29525  		v : 27.07242  		Mach : 0.09178   		a : -9.82712  		altitude : 18353.91004		twr : 0.0       	
	t : 70.98     		Fthrust : 0         		Fdrag : 0.17369   		m : 10.29525  		v : 26.97415  		Mach : 0.09145   		a : -9.82699  		altitude : 18354.18027		twr : 0.0       	
	t : 70.99     		Fthrust : 0         		Fdrag : 0.17242   		m : 10.29525  		v : 26.87588  		Mach : 0.09111   		a : -9.82687  		altitude : 18354.44952		twr : 0.0       	
	t : 71.0      		Fthrust : 0         		Fdrag : 0.17115   		m : 10.29525  		v : 26.77762  		Mach : 0.09078   		a : -9.82675  		altitude : 18354.71779		twr : 0.0       	
	t : 71.01     		Fthrust : 0         		Fdrag : 0.16989   		m : 10.29525  		v : 26.67935  		Mach : 0.09045   		a : -9.82662  		altitude : 18354.98507		twr : 0.0       	
	t : 71.02     		Fthrust : 0         		Fdrag : 0.16863   		m : 10.29525  		v : 26.58108  		Mach : 0.09011   		a : -9.8265   		altitude : 18355.25137		twr : 0.0       	
	t : 71.03     		Fthrust : 0         		Fdrag : 0.16738   		m : 10.29525  		v : 26.48282  		Mach : 0.08978   		a : -9.82638  		altitude : 18355.51669		twr : 0.0       	
	t : 71.04     		Fthrust : 0         		Fdrag : 0.16613   		m : 10.29525  		v : 26.38456  		Mach : 0.08945   		a : -9.82626  		altitude : 18355.78103		twr : 0.0       	
	t : 71.05     		Fthrust : 0         		Fdrag : 0.16489   		m : 10.29525  		v : 26.2863   		Mach : 0.08912   		a : -9.82614  		altitude : 18356.04438		twr : 0.0       	
	t : 71.06     		Fthrust : 0         		Fdrag : 0.16366   		m : 10.29525  		v : 26.18804  		Mach : 0.08878   		a : -9.82602  		altitude : 18356.30676		twr : 0.0       	
	t : 71.07     		Fthrust : 0         		Fdrag : 0.16242   		m : 10.29525  		v : 26.08978  		Mach : 0.08845   		a : -9.8259   		altitude : 18356.56815		twr : 0.0       	
	t : 71.08     		Fthrust : 0         		Fdrag : 0.1612    		m : 10.29525  		v : 25.99152  		Mach : 0.08812   		a : -9.82578  		altitude : 18356.82855		twr : 0.0       	
	t : 71.09     		Fthrust : 0         		Fdrag : 0.15997   		m : 10.29525  		v : 25.89326  		Mach : 0.08778   		a : -9.82566  		altitude : 18357.08798		twr : 0.0       	
	t : 71.1      		Fthrust : 0         		Fdrag : 0.15875   		m : 10.29525  		v : 25.79501  		Mach : 0.08745   		a : -9.82554  		altitude : 18357.34642		twr : 0.0       	
	t : 71.11     		Fthrust : 0         		Fdrag : 0.15754   		m : 10.29525  		v : 25.69675  		Mach : 0.08712   		a : -9.82542  		altitude : 18357.60388		twr : 0.0       	
	t : 71.12     		Fthrust : 0         		Fdrag : 0.15633   		m : 10.29525  		v : 25.5985   		Mach : 0.08678   		a : -9.8253   		altitude : 18357.86035		twr : 0.0       	
	t : 71.13     		Fthrust : 0         		Fdrag : 0.15513   		m : 10.29525  		v : 25.50025  		Mach : 0.08645   		a : -9.82518  		altitude : 18358.11585		twr : 0.0       	
	t : 71.14     		Fthrust : 0         		Fdrag : 0.15393   		m : 10.29525  		v : 25.402    		Mach : 0.08612   		a : -9.82507  		altitude : 18358.37036		twr : 0.0       	
	t : 71.15     		Fthrust : 0         		Fdrag : 0.15273   		m : 10.29525  		v : 25.30375  		Mach : 0.08578   		a : -9.82495  		altitude : 18358.62389		twr : 0.0       	
	t : 71.16     		Fthrust : 0         		Fdrag : 0.15154   		m : 10.29525  		v : 25.2055   		Mach : 0.08545   		a : -9.82484  		altitude : 18358.87643		twr : 0.0       	
	t : 71.17     		Fthrust : 0         		Fdrag : 0.15036   		m : 10.29525  		v : 25.10725  		Mach : 0.08512   		a : -9.82472  		altitude : 18359.128 		twr : 0.0       	
	t : 71.18     		Fthrust : 0         		Fdrag : 0.14918   		m : 10.29525  		v : 25.00901  		Mach : 0.08478   		a : -9.8246   		altitude : 18359.37858		twr : 0.0       	
	t : 71.19     		Fthrust : 0         		Fdrag : 0.148     		m : 10.29525  		v : 24.91076  		Mach : 0.08445   		a : -9.82449  		altitude : 18359.62818		twr : 0.0       	
	t : 71.2      		Fthrust : 0         		Fdrag : 0.14683   		m : 10.29525  		v : 24.81252  		Mach : 0.08412   		a : -9.82438  		altitude : 18359.87679		twr : 0.0       	
	t : 71.21     		Fthrust : 0         		Fdrag : 0.14567   		m : 10.29525  		v : 24.71428  		Mach : 0.08379   		a : -9.82426  		altitude : 18360.12443		twr : 0.0       	
	t : 71.22     		Fthrust : 0         		Fdrag : 0.1445    		m : 10.29525  		v : 24.61603  		Mach : 0.08345   		a : -9.82415  		altitude : 18360.37108		twr : 0.0       	
	t : 71.23     		Fthrust : 0         		Fdrag : 0.14335   		m : 10.29525  		v : 24.51779  		Mach : 0.08312   		a : -9.82404  		altitude : 18360.61675		twr : 0.0       	
	t : 71.24     		Fthrust : 0         		Fdrag : 0.1422    		m : 10.29525  		v : 24.41956  		Mach : 0.08279   		a : -9.82392  		altitude : 18360.86143		twr : 0.0       	
	t : 71.25     		Fthrust : 0         		Fdrag : 0.14105   		m : 10.29525  		v : 24.32132  		Mach : 0.08245   		a : -9.82381  		altitude : 18361.10514		twr : 0.0       	
	t : 71.26     		Fthrust : 0         		Fdrag : 0.13991   		m : 10.29525  		v : 24.22308  		Mach : 0.08212   		a : -9.8237   		altitude : 18361.34786		twr : 0.0       	
	t : 71.27     		Fthrust : 0         		Fdrag : 0.13877   		m : 10.29525  		v : 24.12484  		Mach : 0.08179   		a : -9.82359  		altitude : 18361.5896		twr : 0.0       	
	t : 71.28     		Fthrust : 0         		Fdrag : 0.13764   		m : 10.29525  		v : 24.02661  		Mach : 0.08145   		a : -9.82348  		altitude : 18361.83036		twr : 0.0       	
	t : 71.29     		Fthrust : 0         		Fdrag : 0.13651   		m : 10.29525  		v : 23.92838  		Mach : 0.08112   		a : -9.82337  		altitude : 18362.07013		twr : 0.0       	
	t : 71.3      		Fthrust : 0         		Fdrag : 0.13538   		m : 10.29525  		v : 23.83014  		Mach : 0.08079   		a : -9.82326  		altitude : 18362.30892		twr : 0.0       	
	t : 71.31     		Fthrust : 0         		Fdrag : 0.13426   		m : 10.29525  		v : 23.73191  		Mach : 0.08046   		a : -9.82315  		altitude : 18362.54673		twr : 0.0       	
	t : 71.32     		Fthrust : 0         		Fdrag : 0.13315   		m : 10.29525  		v : 23.63368  		Mach : 0.08012   		a : -9.82304  		altitude : 18362.78356		twr : 0.0       	
	t : 71.33     		Fthrust : 0         		Fdrag : 0.13204   		m : 10.29525  		v : 23.53545  		Mach : 0.07979   		a : -9.82293  		altitude : 18363.01941		twr : 0.0       	
	t : 71.34     		Fthrust : 0         		Fdrag : 0.13094   		m : 10.29525  		v : 23.43722  		Mach : 0.07946   		a : -9.82283  		altitude : 18363.25427		twr : 0.0       	
	t : 71.35     		Fthrust : 0         		Fdrag : 0.12984   		m : 10.29525  		v : 23.339    		Mach : 0.07912   		a : -9.82272  		altitude : 18363.48815		twr : 0.0       	
	t : 71.36     		Fthrust : 0         		Fdrag : 0.12874   		m : 10.29525  		v : 23.24077  		Mach : 0.07879   		a : -9.82261  		altitude : 18363.72105		twr : 0.0       	
	t : 71.37     		Fthrust : 0         		Fdrag : 0.12765   		m : 10.29525  		v : 23.14255  		Mach : 0.07846   		a : -9.8225   		altitude : 18363.95297		twr : 0.0       	
	t : 71.38     		Fthrust : 0         		Fdrag : 0.12656   		m : 10.29525  		v : 23.04432  		Mach : 0.07812   		a : -9.8224   		altitude : 18364.1839		twr : 0.0       	
	t : 71.39     		Fthrust : 0         		Fdrag : 0.12548   		m : 10.29525  		v : 22.9461   		Mach : 0.07779   		a : -9.82229  		altitude : 18364.41385		twr : 0.0       	
	t : 71.4      		Fthrust : 0         		Fdrag : 0.12441   		m : 10.29525  		v : 22.84788  		Mach : 0.07746   		a : -9.82219  		altitude : 18364.64282		twr : 0.0       	
	t : 71.41     		Fthrust : 0         		Fdrag : 0.12333   		m : 10.29525  		v : 22.74966  		Mach : 0.07713   		a : -9.82208  		altitude : 18364.87081		twr : 0.0       	
	t : 71.42     		Fthrust : 0         		Fdrag : 0.12227   		m : 10.29525  		v : 22.65144  		Mach : 0.07679   		a : -9.82198  		altitude : 18365.09782		twr : 0.0       	
	t : 71.43     		Fthrust : 0         		Fdrag : 0.12121   		m : 10.29525  		v : 22.55322  		Mach : 0.07646   		a : -9.82188  		altitude : 18365.32384		twr : 0.0       	
	t : 71.44     		Fthrust : 0         		Fdrag : 0.12015   		m : 10.29525  		v : 22.455    		Mach : 0.07613   		a : -9.82177  		altitude : 18365.54888		twr : 0.0       	
	t : 71.45     		Fthrust : 0         		Fdrag : 0.11909   		m : 10.29525  		v : 22.35678  		Mach : 0.07579   		a : -9.82167  		altitude : 18365.77294		twr : 0.0       	
	t : 71.46     		Fthrust : 0         		Fdrag : 0.11805   		m : 10.29525  		v : 22.25857  		Mach : 0.07546   		a : -9.82157  		altitude : 18365.99602		twr : 0.0       	
	t : 71.47     		Fthrust : 0         		Fdrag : 0.117     		m : 10.29525  		v : 22.16035  		Mach : 0.07513   		a : -9.82147  		altitude : 18366.21811		twr : 0.0       	
	t : 71.48     		Fthrust : 0         		Fdrag : 0.11596   		m : 10.29525  		v : 22.06214  		Mach : 0.07479   		a : -9.82136  		altitude : 18366.43922		twr : 0.0       	
	t : 71.49     		Fthrust : 0         		Fdrag : 0.11493   		m : 10.29525  		v : 21.96393  		Mach : 0.07446   		a : -9.82126  		altitude : 18366.65936		twr : 0.0       	
	t : 71.5      		Fthrust : 0         		Fdrag : 0.1139    		m : 10.29525  		v : 21.86571  		Mach : 0.07413   		a : -9.82116  		altitude : 18366.8785		twr : 0.0       	
	t : 71.51     		Fthrust : 0         		Fdrag : 0.11288   		m : 10.29525  		v : 21.7675   		Mach : 0.0738    		a : -9.82106  		altitude : 18367.09667		twr : 0.0       	
	t : 71.52     		Fthrust : 0         		Fdrag : 0.11186   		m : 10.29525  		v : 21.66929  		Mach : 0.07346   		a : -9.82096  		altitude : 18367.31385		twr : 0.0       	
	t : 71.53     		Fthrust : 0         		Fdrag : 0.11084   		m : 10.29525  		v : 21.57109  		Mach : 0.07313   		a : -9.82086  		altitude : 18367.53006		twr : 0.0       	
	t : 71.54     		Fthrust : 0         		Fdrag : 0.10983   		m : 10.29525  		v : 21.47288  		Mach : 0.0728    		a : -9.82077  		altitude : 18367.74528		twr : 0.0       	
	t : 71.55     		Fthrust : 0         		Fdrag : 0.10882   		m : 10.29525  		v : 21.37467  		Mach : 0.07246   		a : -9.82067  		altitude : 18367.95951		twr : 0.0       	
	t : 71.56     		Fthrust : 0         		Fdrag : 0.10782   		m : 10.29525  		v : 21.27647  		Mach : 0.07213   		a : -9.82057  		altitude : 18368.17277		twr : 0.0       	
	t : 71.57     		Fthrust : 0         		Fdrag : 0.10683   		m : 10.29525  		v : 21.17826  		Mach : 0.0718    		a : -9.82047  		altitude : 18368.38504		twr : 0.0       	
	t : 71.58     		Fthrust : 0         		Fdrag : 0.10583   		m : 10.29525  		v : 21.08006  		Mach : 0.07147   		a : -9.82038  		altitude : 18368.59633		twr : 0.0       	
	t : 71.59     		Fthrust : 0         		Fdrag : 0.10485   		m : 10.29525  		v : 20.98185  		Mach : 0.07113   		a : -9.82028  		altitude : 18368.80664		twr : 0.0       	
	t : 71.6      		Fthrust : 0         		Fdrag : 0.10386   		m : 10.29525  		v : 20.88365  		Mach : 0.0708    		a : -9.82018  		altitude : 18369.01597		twr : 0.0       	
	t : 71.61     		Fthrust : 0         		Fdrag : 0.10289   		m : 10.29525  		v : 20.78545  		Mach : 0.07047   		a : -9.82009  		altitude : 18369.22432		twr : 0.0       	
	t : 71.62     		Fthrust : 0         		Fdrag : 0.10191   		m : 10.29525  		v : 20.68725  		Mach : 0.07013   		a : -9.81999  		altitude : 18369.43168		twr : 0.0       	
	t : 71.63     		Fthrust : 0         		Fdrag : 0.10094   		m : 10.29525  		v : 20.58905  		Mach : 0.0698    		a : -9.8199   		altitude : 18369.63806		twr : 0.0       	
	t : 71.64     		Fthrust : 0         		Fdrag : 0.09998   		m : 10.29525  		v : 20.49085  		Mach : 0.06947   		a : -9.8198   		altitude : 18369.84346		twr : 0.0       	
	t : 71.65     		Fthrust : 0         		Fdrag : 0.09902   		m : 10.29525  		v : 20.39266  		Mach : 0.06913   		a : -9.81971  		altitude : 18370.04788		twr : 0.0       	
	t : 71.66     		Fthrust : 0         		Fdrag : 0.09807   		m : 10.29525  		v : 20.29446  		Mach : 0.0688    		a : -9.81962  		altitude : 18370.25131		twr : 0.0       	
	t : 71.67     		Fthrust : 0         		Fdrag : 0.09712   		m : 10.29525  		v : 20.19627  		Mach : 0.06847   		a : -9.81953  		altitude : 18370.45377		twr : 0.0       	
	t : 71.68     		Fthrust : 0         		Fdrag : 0.09617   		m : 10.29525  		v : 20.09807  		Mach : 0.06814   		a : -9.81943  		altitude : 18370.65524		twr : 0.0       	
	t : 71.69     		Fthrust : 0         		Fdrag : 0.09523   		m : 10.29525  		v : 19.99988  		Mach : 0.0678    		a : -9.81934  		altitude : 18370.85573		twr : 0.0       	
	t : 71.7      		Fthrust : 0         		Fdrag : 0.0943    		m : 10.29525  		v : 19.90169  		Mach : 0.06747   		a : -9.81925  		altitude : 18371.05524		twr : 0.0       	
	t : 71.71     		Fthrust : 0         		Fdrag : 0.09336   		m : 10.29525  		v : 19.80349  		Mach : 0.06714   		a : -9.81916  		altitude : 18371.25376		twr : 0.0       	
	t : 71.72     		Fthrust : 0         		Fdrag : 0.09244   		m : 10.29525  		v : 19.7053   		Mach : 0.0668    		a : -9.81907  		altitude : 18371.45131		twr : 0.0       	
	t : 71.73     		Fthrust : 0         		Fdrag : 0.09152   		m : 10.29525  		v : 19.60711  		Mach : 0.06647   		a : -9.81898  		altitude : 18371.64787		twr : 0.0       	
	t : 71.74     		Fthrust : 0         		Fdrag : 0.0906    		m : 10.29525  		v : 19.50892  		Mach : 0.06614   		a : -9.81889  		altitude : 18371.84345		twr : 0.0       	
	t : 71.75     		Fthrust : 0         		Fdrag : 0.08969   		m : 10.29525  		v : 19.41074  		Mach : 0.06581   		a : -9.8188   		altitude : 18372.03805		twr : 0.0       	
	t : 71.76     		Fthrust : 0         		Fdrag : 0.08878   		m : 10.29525  		v : 19.31255  		Mach : 0.06547   		a : -9.81871  		altitude : 18372.23166		twr : 0.0       	
	t : 71.77     		Fthrust : 0         		Fdrag : 0.08788   		m : 10.29525  		v : 19.21436  		Mach : 0.06514   		a : -9.81862  		altitude : 18372.4243		twr : 0.0       	
	t : 71.78     		Fthrust : 0         		Fdrag : 0.08698   		m : 10.29525  		v : 19.11618  		Mach : 0.06481   		a : -9.81854  		altitude : 18372.61595		twr : 0.0       	
	t : 71.79     		Fthrust : 0         		Fdrag : 0.08608   		m : 10.29525  		v : 19.01799  		Mach : 0.06447   		a : -9.81845  		altitude : 18372.80662		twr : 0.0       	
	t : 71.8      		Fthrust : 0         		Fdrag : 0.08519   		m : 10.29525  		v : 18.91981  		Mach : 0.06414   		a : -9.81836  		altitude : 18372.99631		twr : 0.0       	
	t : 71.81     		Fthrust : 0         		Fdrag : 0.08431   		m : 10.29525  		v : 18.82163  		Mach : 0.06381   		a : -9.81828  		altitude : 18373.18502		twr : 0.0       	
	t : 71.82     		Fthrust : 0         		Fdrag : 0.08343   		m : 10.29525  		v : 18.72345  		Mach : 0.06348   		a : -9.81819  		altitude : 18373.37274		twr : 0.0       	
	t : 71.83     		Fthrust : 0         		Fdrag : 0.08255   		m : 10.29525  		v : 18.62526  		Mach : 0.06314   		a : -9.8181   		altitude : 18373.55949		twr : 0.0       	
	t : 71.84     		Fthrust : 0         		Fdrag : 0.08168   		m : 10.29525  		v : 18.52708  		Mach : 0.06281   		a : -9.81802  		altitude : 18373.74525		twr : 0.0       	
	t : 71.85     		Fthrust : 0         		Fdrag : 0.08082   		m : 10.29525  		v : 18.4289   		Mach : 0.06248   		a : -9.81793  		altitude : 18373.93003		twr : 0.0       	
	t : 71.86     		Fthrust : 0         		Fdrag : 0.07996   		m : 10.29525  		v : 18.33073  		Mach : 0.06214   		a : -9.81785  		altitude : 18374.11383		twr : 0.0       	
	t : 71.87     		Fthrust : 0         		Fdrag : 0.0791    		m : 10.29525  		v : 18.23255  		Mach : 0.06181   		a : -9.81777  		altitude : 18374.29664		twr : 0.0       	
	t : 71.88     		Fthrust : 0         		Fdrag : 0.07825   		m : 10.29525  		v : 18.13437  		Mach : 0.06148   		a : -9.81768  		altitude : 18374.47848		twr : 0.0       	
	t : 71.89     		Fthrust : 0         		Fdrag : 0.0774    		m : 10.29525  		v : 18.0362   		Mach : 0.06115   		a : -9.8176   		altitude : 18374.65933		twr : 0.0       	
	t : 71.9      		Fthrust : 0         		Fdrag : 0.07656   		m : 10.29525  		v : 17.93802  		Mach : 0.06081   		a : -9.81752  		altitude : 18374.8392		twr : 0.0       	
	t : 71.91     		Fthrust : 0         		Fdrag : 0.07572   		m : 10.29525  		v : 17.83985  		Mach : 0.06048   		a : -9.81744  		altitude : 18375.01809		twr : 0.0       	
	t : 71.92     		Fthrust : 0         		Fdrag : 0.07489   		m : 10.29525  		v : 17.74167  		Mach : 0.06015   		a : -9.81735  		altitude : 18375.196 		twr : 0.0       	
	t : 71.93     		Fthrust : 0         		Fdrag : 0.07406   		m : 10.29525  		v : 17.6435   		Mach : 0.05981   		a : -9.81727  		altitude : 18375.37292		twr : 0.0       	
	t : 71.94     		Fthrust : 0         		Fdrag : 0.07324   		m : 10.29525  		v : 17.54533  		Mach : 0.05948   		a : -9.81719  		altitude : 18375.54887		twr : 0.0       	
	t : 71.95     		Fthrust : 0         		Fdrag : 0.07242   		m : 10.29525  		v : 17.44716  		Mach : 0.05915   		a : -9.81711  		altitude : 18375.72383		twr : 0.0       	
	t : 71.96     		Fthrust : 0         		Fdrag : 0.0716    		m : 10.29525  		v : 17.34899  		Mach : 0.05882   		a : -9.81703  		altitude : 18375.89781		twr : 0.0       	
	t : 71.97     		Fthrust : 0         		Fdrag : 0.07079   		m : 10.29525  		v : 17.25082  		Mach : 0.05848   		a : -9.81695  		altitude : 18376.07081		twr : 0.0       	
	t : 71.98     		Fthrust : 0         		Fdrag : 0.06999   		m : 10.29525  		v : 17.15265  		Mach : 0.05815   		a : -9.81688  		altitude : 18376.24283		twr : 0.0       	
	t : 71.99     		Fthrust : 0         		Fdrag : 0.06919   		m : 10.29525  		v : 17.05448  		Mach : 0.05782   		a : -9.8168   		altitude : 18376.41386		twr : 0.0       	
	t : 72.0      		Fthrust : 0         		Fdrag : 0.06839   		m : 10.29525  		v : 16.95631  		Mach : 0.05748   		a : -9.81672  		altitude : 18376.58392		twr : 0.0       	
	t : 72.01     		Fthrust : 0         		Fdrag : 0.0676    		m : 10.29525  		v : 16.85815  		Mach : 0.05715   		a : -9.81664  		altitude : 18376.75299		twr : 0.0       	
	t : 72.02     		Fthrust : 0         		Fdrag : 0.06681   		m : 10.29525  		v : 16.75998  		Mach : 0.05682   		a : -9.81657  		altitude : 18376.92108		twr : 0.0       	
	t : 72.03     		Fthrust : 0         		Fdrag : 0.06603   		m : 10.29525  		v : 16.66182  		Mach : 0.05649   		a : -9.81649  		altitude : 18377.08819		twr : 0.0       	
	t : 72.04     		Fthrust : 0         		Fdrag : 0.06525   		m : 10.29525  		v : 16.56365  		Mach : 0.05615   		a : -9.81641  		altitude : 18377.25432		twr : 0.0       	
	t : 72.05     		Fthrust : 0         		Fdrag : 0.06448   		m : 10.29525  		v : 16.46549  		Mach : 0.05582   		a : -9.81634  		altitude : 18377.41946		twr : 0.0       	
	t : 72.06     		Fthrust : 0         		Fdrag : 0.06371   		m : 10.29525  		v : 16.36733  		Mach : 0.05549   		a : -9.81626  		altitude : 18377.58363		twr : 0.0       	
	t : 72.07     		Fthrust : 0         		Fdrag : 0.06295   		m : 10.29525  		v : 16.26916  		Mach : 0.05516   		a : -9.81619  		altitude : 18377.74681		twr : 0.0       	
	t : 72.08     		Fthrust : 0         		Fdrag : 0.06219   		m : 10.29525  		v : 16.171    		Mach : 0.05482   		a : -9.81611  		altitude : 18377.90901		twr : 0.0       	
	t : 72.09     		Fthrust : 0         		Fdrag : 0.06143   		m : 10.29525  		v : 16.07284  		Mach : 0.05449   		a : -9.81604  		altitude : 18378.07023		twr : 0.0       	
	t : 72.1      		Fthrust : 0         		Fdrag : 0.06068   		m : 10.29525  		v : 15.97468  		Mach : 0.05416   		a : -9.81597  		altitude : 18378.23047		twr : 0.0       	
	t : 72.11     		Fthrust : 0         		Fdrag : 0.05994   		m : 10.29525  		v : 15.87652  		Mach : 0.05382   		a : -9.81589  		altitude : 18378.38972		twr : 0.0       	
	t : 72.12     		Fthrust : 0         		Fdrag : 0.0592    		m : 10.29525  		v : 15.77837  		Mach : 0.05349   		a : -9.81582  		altitude : 18378.548 		twr : 0.0       	
